departamento_id,departamento_nombre,provincia_id,provincia_nombre,año,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
22140,San Fernando,22,Chaco,2021,18,Dengue,0,Neonato (hasta 28 dias),1
34035,Patiño,34,Formosa,2021,6,Dengue,1,Posneonato (29 hasta 365 dias),1
34035,Patiño,34,Formosa,2021,8,Dengue,1,Posneonato (29 hasta 365 dias),1
34035,Patiño,34,Formosa,2021,10,Dengue,1,Posneonato (29 hasta 365 dias),1
46014,Capital,46,La Rioja,2021,12,Dengue,1,Posneonato (29 hasta 365 dias),1
54063,Iguazú,54,Misiones,2021,6,Dengue,1,Posneonato (29 hasta 365 dias),1
66007,Anta,66,Salta,2021,11,Dengue,1,Posneonato (29 hasta 365 dias),1
66007,Anta,66,Salta,2021,16,Dengue,1,Posneonato (29 hasta 365 dias),1
66056,Grl. José de San Martín,66,Salta,2021,14,Dengue,1,Posneonato (29 hasta 365 dias),1
66126,Orán,66,Salta,2021,17,Dengue,1,Posneonato (29 hasta 365 dias),1
66126,Orán,66,Salta,2021,18,Dengue,1,Posneonato (29 hasta 365 dias),1
34035,Patiño,34,Formosa,2021,10,Dengue,2,De 13 a 24 meses,1
46014,Capital,46,La Rioja,2021,9,Dengue,2,De 13 a 24 meses,1
66007,Anta,66,Salta,2021,14,Dengue,2,De 13 a 24 meses,1
66056,Grl. José de San Martín,66,Salta,2021,7,Dengue,2,De 13 a 24 meses,1
66056,Grl. José de San Martín,66,Salta,2021,9,Dengue,2,De 13 a 24 meses,1
66126,Orán,66,Salta,2021,18,Dengue,2,De 13 a 24 meses,1
66126,Orán,66,Salta,2021,19,Dengue,2,De 13 a 24 meses,1
30028,Federación,30,Entre Ríos,2021,16,Dengue,3,De 2 a 4 anos,1
34035,Patiño,34,Formosa,2021,6,Dengue,3,De 2 a 4 anos,1
34035,Patiño,34,Formosa,2021,8,Dengue,3,De 2 a 4 anos,1
34035,Patiño,34,Formosa,2021,10,Dengue,3,De 2 a 4 anos,1
38035,Ledesma,38,Jujuy,2021,17,Dengue,3,De 2 a 4 anos,1
46014,Capital,46,La Rioja,2021,10,Dengue,3,De 2 a 4 anos,1
46014,Capital,46,La Rioja,2021,15,Dengue,3,De 2 a 4 anos,2
46014,Capital,46,La Rioja,2021,21,Dengue,3,De 2 a 4 anos,1
54028,Capital,54,Misiones,2021,10,Dengue,3,De 2 a 4 anos,2
54028,Capital,54,Misiones,2021,12,Dengue,3,De 2 a 4 anos,1
66007,Anta,66,Salta,2021,13,Dengue,3,De 2 a 4 anos,1
66007,Anta,66,Salta,2021,15,Dengue,3,De 2 a 4 anos,1
66056,Grl. José de San Martín,66,Salta,2021,6,Dengue,3,De 2 a 4 anos,1
66056,Grl. José de San Martín,66,Salta,2021,9,Dengue,3,De 2 a 4 anos,2
66056,Grl. José de San Martín,66,Salta,2021,10,Dengue,3,De 2 a 4 anos,1
66056,Grl. José de San Martín,66,Salta,2021,11,Dengue,3,De 2 a 4 anos,1
66056,Grl. José de San Martín,66,Salta,2021,13,Dengue,3,De 2 a 4 anos,1
66056,Grl. José de San Martín,66,Salta,2021,14,Dengue,3,De 2 a 4 anos,1
66056,Grl. José de San Martín,66,Salta,2021,17,Dengue,3,De 2 a 4 anos,1
66126,Orán,66,Salta,2021,11,Dengue,3,De 2 a 4 anos,2
66126,Orán,66,Salta,2021,15,Dengue,3,De 2 a 4 anos,3
66126,Orán,66,Salta,2021,16,Dengue,3,De 2 a 4 anos,4
66126,Orán,66,Salta,2021,17,Dengue,3,De 2 a 4 anos,4
66126,Orán,66,Salta,2021,19,Dengue,3,De 2 a 4 anos,1
66126,Orán,66,Salta,2021,22,Dengue,3,De 2 a 4 anos,1
66133,Rivadavia,66,Salta,2021,16,Dengue,3,De 2 a 4 anos,1
66133,Rivadavia,66,Salta,2021,18,Dengue,3,De 2 a 4 anos,2
066539,Merlo,6,Buenos Aires,2021,13,Dengue,4,De 5 a 9 anos,1
30028,Federación,30,Entre Ríos,2021,17,Dengue,4,De 5 a 9 anos,1
34035,Patiño,34,Formosa,2021,5,Dengue,4,De 5 a 9 anos,4
34035,Patiño,34,Formosa,2021,6,Dengue,4,De 5 a 9 anos,2
34035,Patiño,34,Formosa,2021,7,Dengue,4,De 5 a 9 anos,2
34035,Patiño,34,Formosa,2021,8,Dengue,4,De 5 a 9 anos,1
34035,Patiño,34,Formosa,2021,10,Dengue,4,De 5 a 9 anos,5
34035,Patiño,34,Formosa,2021,11,Dengue,4,De 5 a 9 anos,2
34035,Patiño,34,Formosa,2021,13,Dengue,4,De 5 a 9 anos,1
38035,Ledesma,38,Jujuy,2021,14,Dengue,4,De 5 a 9 anos,1
38035,Ledesma,38,Jujuy,2021,15,Dengue,4,De 5 a 9 anos,1
38035,Ledesma,38,Jujuy,2021,16,Dengue,4,De 5 a 9 anos,3
38035,Ledesma,38,Jujuy,2021,17,Dengue,4,De 5 a 9 anos,2
38035,Ledesma,38,Jujuy,2021,22,Dengue,4,De 5 a 9 anos,1
38070,Santa Bárbara,38,Jujuy,2021,17,Dengue,4,De 5 a 9 anos,2
38070,Santa Bárbara,38,Jujuy,2021,18,Dengue,4,De 5 a 9 anos,1
38070,Santa Bárbara,38,Jujuy,2021,20,Dengue,4,De 5 a 9 anos,1
38070,Santa Bárbara,38,Jujuy,2021,21,Dengue,4,De 5 a 9 anos,1
38070,Santa Bárbara,38,Jujuy,2021,23,Dengue,4,De 5 a 9 anos,1
46014,Capital,46,La Rioja,2021,9,Dengue,4,De 5 a 9 anos,1
46014,Capital,46,La Rioja,2021,10,Dengue,4,De 5 a 9 anos,2
46014,Capital,46,La Rioja,2021,11,Dengue,4,De 5 a 9 anos,2
46014,Capital,46,La Rioja,2021,12,Dengue,4,De 5 a 9 anos,1
46014,Capital,46,La Rioja,2021,13,Dengue,4,De 5 a 9 anos,1
46014,Capital,46,La Rioja,2021,15,Dengue,4,De 5 a 9 anos,4
46014,Capital,46,La Rioja,2021,16,Dengue,4,De 5 a 9 anos,3
46014,Capital,46,La Rioja,2021,17,Dengue,4,De 5 a 9 anos,3
46014,Capital,46,La Rioja,2021,18,Dengue,4,De 5 a 9 anos,4
46014,Capital,46,La Rioja,2021,19,Dengue,4,De 5 a 9 anos,2
46014,Capital,46,La Rioja,2021,20,Dengue,4,De 5 a 9 anos,2
54028,Capital,54,Misiones,2021,4,Dengue,4,De 5 a 9 anos,1
54028,Capital,54,Misiones,2021,7,Dengue,4,De 5 a 9 anos,1
54028,Capital,54,Misiones,2021,12,Dengue,4,De 5 a 9 anos,2
66007,Anta,66,Salta,2021,14,Dengue,4,De 5 a 9 anos,1
66007,Anta,66,Salta,2021,16,Dengue,4,De 5 a 9 anos,2
66007,Anta,66,Salta,2021,17,Dengue,4,De 5 a 9 anos,4
66007,Anta,66,Salta,2021,18,Dengue,4,De 5 a 9 anos,1
66007,Anta,66,Salta,2021,19,Dengue,4,De 5 a 9 anos,1
66007,Anta,66,Salta,2021,22,Dengue,4,De 5 a 9 anos,1
66028,Capital,66,Salta,2021,13,Dengue,4,De 5 a 9 anos,1
66056,Grl. José de San Martín,66,Salta,2021,7,Dengue,4,De 5 a 9 anos,1
66056,Grl. José de San Martín,66,Salta,2021,8,Dengue,4,De 5 a 9 anos,1
