departamento_id,departamento_nombre,provincia_id,provincia_nombre,año,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
6648,Presidente Perón,Buenos Aires,6,2021,12,Dengue,7,De 15 a 19 anos,1
6760,San Miguel,Buenos Aires,6,2021,17,Dengue,4,De 2 a 4 anos,1
6371,General San Martín,Buenos Aires,6,2021,12,Dengue,9,De 25 a 34 anos,1
6490,Lomas de Zamora,Buenos Aires,6,2021,15,Dengue,9,De 25 a 34 anos,1
6539,Merlo,Buenos Aires,6,2021,13,Dengue,9,De 25 a 34 anos,1
6028,Almirante Brown,Buenos Aires,6,2021,14,Dengue,9,De 35 a 44 anos,1
6441,La Plata,Buenos Aires,6,2021,10,Dengue,9,De 35 a 44 anos,1
6091,Berazategui,Buenos Aires,6,2021,10,Dengue,10,De 45 a 65 anos,1
6091,Berazategui,Buenos Aires,6,2021,15,Dengue,10,De 45 a 65 anos,1
6756,San Isidro,Buenos Aires,6,2021,14,Dengue,10,De 45 a 65 anos,1
6539,Merlo,Buenos Aires,6,2021,13,Dengue,5,De 5 a 9 anos,1
2006,COMUNA 6,CABA,2,2021,10,Dengue,7,De 15 a 19 anos,1
2003,COMUNA 3,CABA,2,2021,15,Dengue,9,De 25 a 34 anos,1
2015,COMUNA 15,CABA,2,2021,11,Dengue,9,De 25 a 34 anos,1
10049,Capital,Catamarca,10,2021,18,Dengue,7,De 15 a 19 anos,1
10084,Pomán,Catamarca,10,2021,19,Dengue,9,De 25 a 34 anos,1
10070,La Paz,Catamarca,10,2021,17,Dengue,10,De 45 a 65 anos,1
22140,San Fernando,Chaco,22,2021,14,Dengue,9,De 25 a 34 anos,1
22140,San Fernando,Chaco,22,2021,18,Dengue,1,Neonato (hasta 28 dias),1
14014,Capital,Córdoba,14,2021,18,Dengue,7,De 15 a 19 anos,1
14007,Calamuchita,Córdoba,14,2021,18,Dengue,9,De 25 a 34 anos,1
14014,Capital,Córdoba,14,2021,11,Dengue,9,De 25 a 34 anos,1
14028,Cruz del Eje,Córdoba,14,2021,18,Dengue,9,De 25 a 34 anos,1
14014,Capital,Córdoba,14,2021,17,Dengue,9,De 35 a 44 anos,1
14014,Capital,Córdoba,14,2021,18,Dengue,9,De 35 a 44 anos,1
14007,Calamuchita,Córdoba,14,2021,15,Dengue,10,De 45 a 65 anos,1
14014,Capital,Córdoba,14,2021,11,Dengue,10,De 45 a 65 anos,1
14014,Capital,Córdoba,14,2021,16,Dengue,11,Mayores de 65 anos,1
18021,Capital,Corrientes,18,2021,14,Dengue,6,De 10 a 14 anos,1
18021,Capital,Corrientes,18,2021,11,Dengue,7,De 15 a 19 anos,1
18084,Ituzaingó,Corrientes,18,2021,15,Dengue,8,De 20 a 24 anos,1
18021,Capital,Corrientes,18,2021,15,Dengue,9,De 25 a 34 anos,3
18021,Capital,Corrientes,18,2021,16,Dengue,9,De 25 a 34 anos,1
18168,Santo Tomé,Corrientes,18,2021,7,Dengue,9,De 25 a 34 anos,1
18168,Santo Tomé,Corrientes,18,2021,18,Dengue,9,De 35 a 44 anos,1
18021,Capital,Corrientes,18,2021,14,Dengue,10,De 45 a 65 anos,1
18021,Capital,Corrientes,18,2021,16,Dengue,10,De 45 a 65 anos,1
18119,Paso de los Libres,Corrientes,18,2021,18,Dengue,10,De 45 a 65 anos,1
18168,Santo Tomé,Corrientes,18,2021,15,Dengue,10,De 45 a 65 anos,1
18168,Santo Tomé,Corrientes,18,2021,15,Dengue,11,Mayores de 65 anos,1
30028,Federación,Entre Ríos,30,2021,17,Dengue,6,De 10 a 14 anos,1
30028,Federación,Entre Ríos,30,2021,13,Dengue,7,De 15 a 19 anos,1
30028,Federación,Entre Ríos,30,2021,16,Dengue,4,De 2 a 4 anos,1
30028,Federación,Entre Ríos,30,2021,14,Dengue,9,De 25 a 34 anos,1
30028,Federación,Entre Ríos,30,2021,15,Dengue,9,De 25 a 34 anos,1
30028,Federación,Entre Ríos,30,2021,16,Dengue,9,De 25 a 34 anos,1
30028,Federación,Entre Ríos,30,2021,13,Dengue,9,De 35 a 44 anos,1
30028,Federación,Entre Ríos,30,2021,15,Dengue,9,De 35 a 44 anos,2
30028,Federación,Entre Ríos,30,2021,16,Dengue,9,De 35 a 44 anos,1
30028,Federación,Entre Ríos,30,2021,17,Dengue,9,De 35 a 44 anos,1
30028,Federación,Entre Ríos,30,2021,13,Dengue,10,De 45 a 65 anos,2
30028,Federación,Entre Ríos,30,2021,16,Dengue,10,De 45 a 65 anos,2
30028,Federación,Entre Ríos,30,2021,17,Dengue,10,De 45 a 65 anos,1
30028,Federación,Entre Ríos,30,2021,17,Dengue,5,De 5 a 9 anos,1
34014,Formosa,Formosa,34,2021,1,Dengue,6,De 10 a 14 anos,1
34014,Formosa,Formosa,34,2021,6,Dengue,6,De 10 a 14 anos,1
34014,Formosa,Formosa,34,2021,7,Dengue,6,De 10 a 14 anos,1
34014,Formosa,Formosa,34,2021,11,Dengue,6,De 10 a 14 anos,1
34035,Patiño,Formosa,34,2021,2,Dengue,6,De 10 a 14 anos,1
34035,Patiño,Formosa,34,2021,4,Dengue,6,De 10 a 14 anos,2
34035,Patiño,Formosa,34,2021,5,Dengue,6,De 10 a 14 anos,2
34035,Patiño,Formosa,34,2021,6,Dengue,6,De 10 a 14 anos,2
34035,Patiño,Formosa,34,2021,7,Dengue,6,De 10 a 14 anos,2
34035,Patiño,Formosa,34,2021,8,Dengue,6,De 10 a 14 anos,3
34035,Patiño,Formosa,34,2021,10,Dengue,6,De 10 a 14 anos,3
34035,Patiño,Formosa,34,2021,11,Dengue,6,De 10 a 14 anos,2
34035,Patiño,Formosa,34,2021,15,Dengue,6,De 10 a 14 anos,1
34014,Formosa,Formosa,34,2021,1,Dengue,3,De 13 a 24 meses,1
34014,Formosa,Formosa,34,2021,11,Dengue,3,De 13 a 24 meses,1
34035,Patiño,Formosa,34,2021,10,Dengue,3,De 13 a 24 meses,1
34014,Formosa,Formosa,34,2021,2,Dengue,7,De 15 a 19 anos,2
34014,Formosa,Formosa,34,2021,13,Dengue,7,De 15 a 19 anos,1
34014,Formosa,Formosa,34,2021,16,Dengue,7,De 15 a 19 anos,2
34035,Patiño,Formosa,34,2021,1,Dengue,7,De 15 a 19 anos,1
34035,Patiño,Formosa,34,2021,2,Dengue,7,De 15 a 19 anos,2
34035,Patiño,Formosa,34,2021,3,Dengue,7,De 15 a 19 anos,2
34035,Patiño,Formosa,34,2021,4,Dengue,7,De 15 a 19 anos,4
34035,Patiño,Formosa,34,2021,5,Dengue,7,De 15 a 19 anos,3
34035,Patiño,Formosa,34,2021,6,Dengue,7,De 15 a 19 anos,2
34035,Patiño,Formosa,34,2021,8,Dengue,7,De 15 a 19 anos,6
34035,Patiño,Formosa,34,2021,10,Dengue,7,De 15 a 19 anos,2
34035,Patiño,Formosa,34,2021,15,Dengue,7,De 15 a 19 anos,1
34063,Ramón Lista,Formosa,34,2021,13,Dengue,7,De 15 a 19 anos,1
34035,Patiño,Formosa,34,2021,6,Dengue,4,De 2 a 4 anos,1
34035,Patiño,Formosa,34,2021,8,Dengue,4,De 2 a 4 anos,1
34035,Patiño,Formosa,34,2021,10,Dengue,4,De 2 a 4 anos,1
34035,Patiño,Formosa,34,2021,15,Dengue,4,De 2 a 4 anos,1
34007,Bermejo,Formosa,34,2021,6,Dengue,8,De 20 a 24 anos,1
34014,Formosa,Formosa,34,2021,1,Dengue,8,De 20 a 24 anos,2
34014,Formosa,Formosa,34,2021,8,Dengue,8,De 20 a 24 anos,1
34028,Matacos,Formosa,34,2021,2,Dengue,8,De 20 a 24 anos,1
34028,Matacos,Formosa,34,2021,9,Dengue,8,De 20 a 24 anos,1
34035,Patiño,Formosa,34,2021,3,Dengue,8,De 20 a 24 anos,1
34035,Patiño,Formosa,34,2021,4,Dengue,8,De 20 a 24 anos,5
34035,Patiño,Formosa,34,2021,5,Dengue,8,De 20 a 24 anos,2
34035,Patiño,Formosa,34,2021,6,Dengue,8,De 20 a 24 anos,1
34035,Patiño,Formosa,34,2021,7,Dengue,8,De 20 a 24 anos,5
34035,Patiño,Formosa,34,2021,8,Dengue,8,De 20 a 24 anos,4
34035,Patiño,Formosa,34,2021,9,Dengue,8,De 20 a 24 anos,2
34035,Patiño,Formosa,34,2021,10,Dengue,8,De 20 a 24 anos,2
34014,Formosa,Formosa,34,2021,1,Dengue,9,De 25 a 34 anos,1
34014,Formosa,Formosa,34,2021,2,Dengue,9,De 25 a 34 anos,1
34014,Formosa,Formosa,34,2021,5,Dengue,9,De 25 a 34 anos,1
34014,Formosa,Formosa,34,2021,6,Dengue,9,De 25 a 34 anos,2
34014,Formosa,Formosa,34,2021,7,Dengue,9,De 25 a 34 anos,1
34014,Formosa,Formosa,34,2021,8,Dengue,9,De 25 a 34 anos,2
34014,Formosa,Formosa,34,2021,9,Dengue,9,De 25 a 34 anos,2
34014,Formosa,Formosa,34,2021,11,Dengue,9,De 25 a 34 anos,3
34014,Formosa,Formosa,34,2021,16,Dengue,9,De 25 a 34 anos,2
34028,Matacos,Formosa,34,2021,6,Dengue,9,De 25 a 34 anos,1
