year,week,departament_name,departament_id,province,trends_dengue,prec_2weeks,temp_2weeks_avg,humd_2weeks_avg,target_cases
2018,5,COMUNA 9,9,CABA,,,,,1
2018,6,COMUNA 4,4,CABA,,,,,2
2018,7,Avellaneda,17,Buenos Aires,,,,,2
2018,8,COMUNA 3,3,CABA,,,,,1
2018,8,COMUNA 4,4,CABA,,,,,2
2018,9,Avellaneda,17,Buenos Aires,,,,,3
2018,9,COMUNA 15,15,CABA,,,,,1
2018,9,COMUNA 3,3,CABA,,,,,3
2018,9,COMUNA 4,4,CABA,,,,,1
2018,9,La Matanza,35,Buenos Aires,,,,,2
2018,9,Morón,44,Buenos Aires,,,,,1
2018,10,Avellaneda,17,Buenos Aires,,,,,2
2018,10,COMUNA 2,2,CABA,,,,,1
2018,10,COMUNA 3,3,CABA,,,,,1
2018,10,COMUNA 4,4,CABA,,,,,3
2018,10,Florencio Varela,28,Buenos Aires,,,,,1
2018,10,Lanús,36,Buenos Aires,,,,,2
2018,10,MERLO,43,Buenos Aires,,,,,2
2018,10,Morón,44,Buenos Aires,,,,,3
2018,11,Avellaneda,17,Buenos Aires,,,,,5
2018,11,Berazategui,18,Buenos Aires,,,,,1
2018,11,COMUNA 12,12,CABA,,,,,2
2018,11,COMUNA 3,3,CABA,,,,,2
2018,11,COMUNA 4,4,CABA,,,,,1
2018,11,COMUNA 5,5,CABA,,,,,1
2018,11,Ezeiza,27,Buenos Aires,,,,,1
2018,11,General San Martin,31,Buenos Aires,,,,,1
2018,11,Ituzaingó,33,Buenos Aires,,,,,1
2018,11,LOMAS DE ZAMORA,38,Buenos Aires,,,,,2
2018,11,La Matanza,35,Buenos Aires,,,,,1
2018,11,Morón,44,Buenos Aires,,,,,1
2018,12,Avellaneda,17,Buenos Aires,,,,,3
2018,12,COMUNA 15,15,CABA,,,,,1
2018,12,COMUNA 3,3,CABA,,,,,4
2018,12,COMUNA 4,4,CABA,,,,,4
2018,12,COMUNA 8,8,CABA,,,,,1
2018,12,LOMAS DE ZAMORA,38,Buenos Aires,,,,,1
2018,12,La Matanza,35,Buenos Aires,,,,,3
2018,13,Avellaneda,17,Buenos Aires,,,,,5
2018,13,COMUNA 12,12,CABA,,,,,1
2018,13,COMUNA 3,3,CABA,,,,,1
2018,13,COMUNA 4,4,CABA,,,,,5
2018,13,COMUNA 6,6,CABA,,,,,1
2018,13,Ezeiza,27,Buenos Aires,,,,,1
2018,13,La Matanza,35,Buenos Aires,,,,,5
2018,14,Avellaneda,17,Buenos Aires,,,,,10
2018,14,Berazategui,18,Buenos Aires,,,,,2
2018,14,COMUNA 3,3,CABA,,,,,1
2018,14,COMUNA 4,4,CABA,,,,,6
2018,14,LOMAS DE ZAMORA,38,Buenos Aires,,,,,1
2018,14,La Matanza,35,Buenos Aires,,,,,5
2018,14,La Plata,37,Buenos Aires,,,,,1
2018,14,Lanús,36,Buenos Aires,,,,,2
2018,14,MERLO,43,Buenos Aires,,,,,1
2018,14,Vicente López,54,Buenos Aires,,,,,1
2018,15,Avellaneda,17,Buenos Aires,,,,,6
2018,15,COMUNA 15,15,CABA,,,,,1
2018,15,COMUNA 3,3,CABA,,,,,2
2018,15,COMUNA 4,4,CABA,,,,,6
2018,15,COMUNA 8,8,CABA,,,,,1
2018,15,LOMAS DE ZAMORA,38,Buenos Aires,,,,,2
2018,15,La Matanza,35,Buenos Aires,,,,,1
2018,15,Lanús,36,Buenos Aires,,,,,2
2018,15,Morón,44,Buenos Aires,,,,,1
2018,15,Quilmes,47,Buenos Aires,,,,,1
2018,15,Tres de Febrero,53,Buenos Aires,,,,,1
2018,16,Almirante Brown,16,Buenos Aires,,,,,1
2018,16,Avellaneda,17,Buenos Aires,,,,,6
2018,16,COMUNA 1,1,CABA,,,,,1
2018,16,COMUNA 10,10,CABA,,,,,1
2018,16,COMUNA 15,15,CABA,,,,,1
2018,16,COMUNA 3,3,CABA,,,,,3
2018,16,COMUNA 4,4,CABA,,,,,12
2018,16,La Matanza,35,Buenos Aires,,,,,4
2018,16,Lanús,36,Buenos Aires,,,,,1
2018,17,Avellaneda,17,Buenos Aires,,,,,5
2018,17,COMUNA 1,1,CABA,,,,,1
2018,17,COMUNA 12,12,CABA,,,,,1
2018,17,COMUNA 15,15,CABA,,,,,1
2018,17,COMUNA 3,3,CABA,,,,,1
2018,17,COMUNA 4,4,CABA,,,,,9
2018,17,COMUNA 7,7,CABA,,,,,1
2018,17,LOMAS DE ZAMORA,38,Buenos Aires,,,,,2
2018,17,La Matanza,35,Buenos Aires,,,,,7
2018,17,Quilmes,47,Buenos Aires,,,,,1
2018,17,Tres de Febrero,53,Buenos Aires,,,,,1
2018,18,Almirante Brown,16,Buenos Aires,,,,,1
2018,18,Avellaneda,17,Buenos Aires,,,,,6
2018,18,COMUNA 1,1,CABA,,,,,1
2018,18,COMUNA 10,10,CABA,,,,,2
2018,18,COMUNA 15,15,CABA,,,,,1
2018,18,COMUNA 2,2,CABA,,,,,1
2018,18,COMUNA 3,3,CABA,,,,,1
2018,18,COMUNA 4,4,CABA,,,,,16
2018,18,COMUNA 7,7,CABA,,,,,2
2018,18,COMUNA 8,8,CABA,,,,,4
2018,18,COMUNA 9,9,CABA,,,,,2
2018,18,Ezeiza,27,Buenos Aires,,,,,1
2018,18,LOMAS DE ZAMORA,38,Buenos Aires,,,,,1
2018,18,La Matanza,35,Buenos Aires,,,,,8
2018,18,Morón,44,Buenos Aires,,,,,2
2018,18,Quilmes,47,Buenos Aires,,,,,3
2018,18,San Miguel,50,Buenos Aires,,,,,1
2018,18,Tres de Febrero,53,Buenos Aires,,,,,3
2018,19,Almirante Brown,16,Buenos Aires,,,,,1
2018,19,Avellaneda,17,Buenos Aires,,,,,4
2018,19,Berazategui,18,Buenos Aires,,,,,1
2018,19,COMUNA 12,12,CABA,,,,,1
2018,19,COMUNA 4,4,CABA,,,,,4
2018,19,COMUNA 6,6,CABA,,,,,1
2018,19,COMUNA 8,8,CABA,,,,,1
2018,19,Esteban Echeverría,25,Buenos Aires,,,,,1
2018,19,Ezeiza,27,Buenos Aires,,,,,1
2018,19,Florencio Varela,28,Buenos Aires,,,,,1
2018,19,José C. Paz,34,Buenos Aires,,,,,1
2018,19,La Matanza,35,Buenos Aires,,,,,2
