year,week,departament_name,departament_id,province,trends_dengue,prec_2weeks,temp_2weeks_avg,humd_2weeks_avg,target_cases
2018,5,COMUNA 9,9,CABA,,12.4,25.16,60.7,1
2018,6,COMUNA 4,4,CABA,,8.43,25.96,55.62,2
2018,7,Avellaneda,17,Buenos Aires,,55.63,25.69,64.48,2
2018,8,COMUNA 3,3,CABA,,40.1,25.04,55.81,1
2018,8,COMUNA 4,4,CABA,,40.1,25.04,55.81,2
2018,9,Avellaneda,17,Buenos Aires,,14.88,23.91,66.26,3
2018,9,COMUNA 15,15,CABA,,20.44,23.4,61.7,1
2018,9,COMUNA 3,3,CABA,,20.44,23.4,61.7,3
2018,9,COMUNA 4,4,CABA,,20.44,23.4,61.7,1
2018,9,La Matanza,35,Buenos Aires,,20.44,23.4,61.7,2
2018,9,Morón,44,Buenos Aires,,20.44,23.4,61.7,1
2018,10,Avellaneda,17,Buenos Aires,,13.01,24.31,69.23,2
2018,10,COMUNA 2,2,CABA,,18.28,24.39,63.05,1
2018,10,COMUNA 3,3,CABA,,18.28,24.39,63.05,1
2018,10,COMUNA 4,4,CABA,,18.28,24.39,63.05,3
2018,10,Florencio Varela,28,Buenos Aires,,22.13,23.71,67.0,1
2018,10,Lanús,36,Buenos Aires,,13.01,24.31,69.23,2
2018,10,MERLO,43,Buenos Aires,,18.28,24.39,63.05,2
2018,10,Morón,44,Buenos Aires,,18.28,24.39,63.05,3
2018,11,Avellaneda,17,Buenos Aires,,0.89,24.23,63.62,5
2018,11,Berazategui,18,Buenos Aires,,1.83,23.62,60.17,1
2018,11,COMUNA 12,12,CABA,,1.52,24.35,54.48,2
2018,11,COMUNA 3,3,CABA,,1.52,24.35,54.48,2
2018,11,COMUNA 4,4,CABA,,1.52,24.35,54.48,1
2018,11,COMUNA 5,5,CABA,,1.52,24.35,54.48,1
2018,11,Ezeiza,27,Buenos Aires,,2.32,23.89,55.78,1
2018,11,General San Martin,31,Buenos Aires,,,,,1
2018,11,Ituzaingó,33,Buenos Aires,,1.52,24.35,54.48,1
2018,11,LOMAS DE ZAMORA,38,Buenos Aires,,0.89,24.23,63.62,2
2018,11,La Matanza,35,Buenos Aires,,1.52,24.35,54.48,1
2018,11,Morón,44,Buenos Aires,,1.52,24.35,54.48,1
2018,12,Avellaneda,17,Buenos Aires,,91.26,22.84,59.09,3
2018,12,COMUNA 15,15,CABA,,73.2,22.11,51.31,1
2018,12,COMUNA 3,3,CABA,,73.2,22.11,51.31,4
2018,12,COMUNA 4,4,CABA,,73.2,22.11,51.31,4
2018,12,COMUNA 8,8,CABA,,73.2,22.11,51.31,1
2018,12,LOMAS DE ZAMORA,38,Buenos Aires,,91.26,22.84,59.09,1
2018,12,La Matanza,35,Buenos Aires,,73.2,22.11,51.31,3
2018,13,Avellaneda,17,Buenos Aires,,118.09,20.82,64.27,5
2018,13,COMUNA 12,12,CABA,,93.06,19.44,60.81,1
2018,13,COMUNA 3,3,CABA,,93.06,19.44,60.81,1
2018,13,COMUNA 4,4,CABA,,93.06,19.44,60.81,5
2018,13,COMUNA 6,6,CABA,,93.06,19.44,60.81,1
2018,13,Ezeiza,27,Buenos Aires,,88.52,18.99,59.61,1
2018,13,La Matanza,35,Buenos Aires,,93.06,19.44,60.81,5
2018,14,Avellaneda,17,Buenos Aires,,27.66,20.52,72.13,10
2018,14,Berazategui,18,Buenos Aires,,18.67,19.13,70.77,2
2018,14,COMUNA 3,3,CABA,,22.38,19.16,70.81,1
2018,14,COMUNA 4,4,CABA,,22.38,19.16,70.81,6
2018,14,LOMAS DE ZAMORA,38,Buenos Aires,,27.66,20.52,72.13,1
2018,14,La Matanza,35,Buenos Aires,,22.38,19.16,70.81,5
2018,14,La Plata,37,Buenos Aires,,18.67,19.13,70.77,1
2018,14,Lanús,36,Buenos Aires,,27.66,20.52,72.13,2
2018,14,MERLO,43,Buenos Aires,,22.38,19.16,70.81,1
2018,14,Vicente López,54,Buenos Aires,,22.38,19.16,70.81,1
2018,15,Avellaneda,17,Buenos Aires,,44.52,21.41,76.98,6
2018,15,COMUNA 15,15,CABA,,51.37,20.36,76.0,1
2018,15,COMUNA 3,3,CABA,,51.37,20.36,76.0,2
2018,15,COMUNA 4,4,CABA,,51.37,20.36,76.0,6
2018,15,COMUNA 8,8,CABA,,51.37,20.36,76.0,1
2018,15,LOMAS DE ZAMORA,38,Buenos Aires,,44.52,21.41,76.98,2
2018,15,La Matanza,35,Buenos Aires,,51.37,20.36,76.0,1
2018,15,Lanús,36,Buenos Aires,,44.52,21.41,76.98,2
2018,15,Morón,44,Buenos Aires,,51.37,20.36,76.0,1
2018,15,Quilmes,47,Buenos Aires,,50.36,20.11,76.76,1
2018,15,Tres de Febrero,53,Buenos Aires,,51.37,20.36,76.0,1
2018,16,Almirante Brown,16,Buenos Aires,,60.53,19.48,78.77,1
2018,16,Avellaneda,17,Buenos Aires,,57.65,21.02,77.16,6
2018,16,COMUNA 1,1,CABA,,61.27,19.58,77.57,1
2018,16,COMUNA 10,10,CABA,,61.27,19.58,77.57,1
2018,16,COMUNA 15,15,CABA,,61.27,19.58,77.57,1
2018,16,COMUNA 3,3,CABA,,61.27,19.58,77.57,3
2018,16,COMUNA 4,4,CABA,,61.27,19.58,77.57,12
2018,16,La Matanza,35,Buenos Aires,,61.27,19.58,77.57,4
2018,16,Lanús,36,Buenos Aires,,57.65,21.02,77.16,1
2018,17,Avellaneda,17,Buenos Aires,,31.5,21.48,79.88,5
2018,17,COMUNA 1,1,CABA,,34.56,20.52,79.66,1
2018,17,COMUNA 12,12,CABA,,34.56,20.52,79.66,1
2018,17,COMUNA 15,15,CABA,,34.56,20.52,79.66,1
2018,17,COMUNA 3,3,CABA,,34.56,20.52,79.66,1
2018,17,COMUNA 4,4,CABA,,34.56,20.52,79.66,9
2018,17,COMUNA 7,7,CABA,,34.56,20.52,79.66,1
2018,17,LOMAS DE ZAMORA,38,Buenos Aires,,31.5,21.48,79.88,2
2018,17,La Matanza,35,Buenos Aires,,34.56,20.52,79.66,7
2018,17,Quilmes,47,Buenos Aires,,36.63,20.3,81.45,1
2018,17,Tres de Febrero,53,Buenos Aires,,34.56,20.52,79.66,1
2018,18,Almirante Brown,16,Buenos Aires,,120.66,20.73,87.03,1
2018,18,Avellaneda,17,Buenos Aires,,118.01,22.12,85.38,6
2018,18,COMUNA 1,1,CABA,,130.25,21.38,85.55,1
2018,18,COMUNA 10,10,CABA,,130.25,21.38,85.55,2
2018,18,COMUNA 15,15,CABA,,130.25,21.38,85.55,1
2018,18,COMUNA 2,2,CABA,,130.25,21.38,85.55,1
2018,18,COMUNA 3,3,CABA,,130.25,21.38,85.55,1
2018,18,COMUNA 4,4,CABA,,130.25,21.38,85.55,16
2018,18,COMUNA 7,7,CABA,,130.25,21.38,85.55,2
2018,18,COMUNA 8,8,CABA,,130.25,21.38,85.55,4
2018,18,COMUNA 9,9,CABA,,130.25,21.38,85.55,2
2018,18,Ezeiza,27,Buenos Aires,,122.21,20.4,86.88,1
2018,18,LOMAS DE ZAMORA,38,Buenos Aires,,118.01,22.12,85.38,1
2018,18,La Matanza,35,Buenos Aires,,130.25,21.38,85.55,8
2018,18,Morón,44,Buenos Aires,,130.25,21.38,85.55,2
2018,18,Quilmes,47,Buenos Aires,,120.66,20.73,87.03,3
2018,18,San Miguel,50,Buenos Aires,,130.25,21.38,85.55,1
2018,18,Tres de Febrero,53,Buenos Aires,,130.25,21.38,85.55,3
2018,19,Almirante Brown,16,Buenos Aires,,112.6,18.38,87.77,1
2018,19,Avellaneda,17,Buenos Aires,,125.87,20.41,84.83,4
2018,19,Berazategui,18,Buenos Aires,,112.6,18.38,87.77,1
2018,19,COMUNA 12,12,CABA,,134.7,18.92,87.91,1
2018,19,COMUNA 4,4,CABA,,134.7,18.92,87.91,4
2018,19,COMUNA 6,6,CABA,,134.7,18.92,87.91,1
2018,19,COMUNA 8,8,CABA,,134.7,18.92,87.91,1
2018,19,Esteban Echeverría,25,Buenos Aires,,111.29,17.84,88.1,1
2018,19,Ezeiza,27,Buenos Aires,,111.29,17.84,88.1,1
2018,19,Florencio Varela,28,Buenos Aires,,112.6,18.38,87.77,1
2018,19,José C. Paz,34,Buenos Aires,,134.7,18.92,87.91,1
2018,19,La Matanza,35,Buenos Aires,,134.7,18.92,87.91,2
2018,19,Quilmes,47,Buenos Aires,,112.6,18.38,87.77,3
2018,19,Tres de Febrero,53,Buenos Aires,,134.7,18.92,87.91,2
2018,20,Avellaneda,17,Buenos Aires,,142.77,19.04,83.21,1
2018,20,Quilmes,47,Buenos Aires,,128.27,16.88,87.88,2
2018,20,Tigre,52,Buenos Aires,,129.28,17.32,87.62,1
2018,20,Tres de Febrero,53,Buenos Aires,,129.28,17.32,87.62,1
2018,21,Berazategui,18,Buenos Aires,,117.4,14.57,86.06,1
2018,21,COMUNA 4,4,CABA,,110.91,14.75,85.82,2
2018,21,La Matanza,35,Buenos Aires,,110.91,14.75,85.82,2
2018,21,Quilmes,47,Buenos Aires,,117.4,14.57,86.06,2
2018,23,COMUNA 5,5,CABA,,46.87,12.04,85.53,1
2018,24,COMUNA 4,4,CABA,,48.64,11.02,86.01,1
2018,38,COMUNA 14,14,CABA,,24.03,14.54,82.1,1
2018,40,Escobar,24,Buenos Aires,,96.65,17.4,80.22,1
2018,40,Tigre,52,Buenos Aires,,96.65,17.4,80.22,1
2018,41,Florencio Varela,28,Buenos Aires,,76.19,14.84,76.78,1
2018,52,Vicente López,54,Buenos Aires,,189.0,21.59,75.16,1
