year,week,departament_name,departament_id,province,trends_dengue,prec_2weeks,temp_2weeks_avg,humd_2weeks_avg,target_cases
2020,1,COMUNA 4,4,CABA,,0.72,22.98,71.87,1
2020,10,Almirante Brown,16,Buenos Aires,,35.87,21.93,63.16,11
2020,10,Avellaneda,17,Buenos Aires,,32.94,22.84,65.27,39
2020,10,Berazategui,18,Buenos Aires,,35.87,21.93,63.16,3
2020,10,COMUNA 1,1,CABA,,35.88,22.04,60.73,190
2020,10,COMUNA 10,10,CABA,,35.88,22.04,60.73,27
2020,10,COMUNA 11,11,CABA,,35.88,22.04,60.73,13
2020,10,COMUNA 12,12,CABA,,35.88,22.04,60.73,21
2020,10,COMUNA 13,13,CABA,,35.88,22.04,60.73,4
2020,10,COMUNA 14,14,CABA,,35.88,22.04,60.73,4
2020,10,COMUNA 15,15,CABA,,35.88,22.04,60.73,9
2020,10,COMUNA 2,2,CABA,,35.88,22.04,60.73,2
2020,10,COMUNA 3,3,CABA,,35.88,22.04,60.73,7
2020,10,COMUNA 4,4,CABA,,35.88,22.04,60.73,46
2020,10,COMUNA 5,5,CABA,,35.88,22.04,60.73,8
2020,10,COMUNA 6,6,CABA,,35.88,22.04,60.73,8
2020,10,COMUNA 7,7,CABA,,35.88,22.04,60.73,86
2020,10,COMUNA 8,8,CABA,,35.88,22.04,60.73,37
2020,10,COMUNA 9,9,CABA,,35.88,22.04,60.73,32
2020,10,Escobar,24,Buenos Aires,,35.88,22.04,60.73,2
2020,10,Esteban Echeverría,25,Buenos Aires,,36.87,21.8,59.9,13
2020,10,Ezeiza,27,Buenos Aires,,36.87,21.8,59.9,5
2020,10,Florencio Varela,28,Buenos Aires,,35.87,21.93,63.16,8
2020,10,General Rodríguez,30,Buenos Aires,,35.88,22.04,60.73,2
2020,10,General San Martín,31,Buenos Aires,,35.88,22.04,60.73,34
2020,10,Hurlingham,32,Buenos Aires,,35.88,22.04,60.73,13
2020,10,Ituzaingó,33,Buenos Aires,,35.88,22.04,60.73,4
2020,10,José C. Paz,34,Buenos Aires,,35.88,22.04,60.73,4
2020,10,La Matanza,35,Buenos Aires,,35.88,22.04,60.73,95
2020,10,La Plata,37,Buenos Aires,,35.87,21.93,63.16,23
2020,10,Lanús,36,Buenos Aires,,32.94,22.84,65.27,35
2020,10,Lomas de Zamora,38,Buenos Aires,,32.94,22.84,65.27,29
2020,10,Luján,39,Buenos Aires,,35.88,22.04,60.73,1
2020,10,Malvinas Argentinas,41,Buenos Aires,,35.88,22.04,60.73,4
2020,10,Merlo,43,Buenos Aires,,35.88,22.04,60.73,15
2020,10,Moreno,42,Buenos Aires,,35.88,22.04,60.73,9
2020,10,Morón,44,Buenos Aires,,35.88,22.04,60.73,13
2020,10,Presidente Perón,46,Buenos Aires,,36.87,21.8,59.9,2
2020,10,Quilmes,47,Buenos Aires,,35.87,21.93,63.16,36
2020,10,San Fernando,48,Buenos Aires,,35.88,22.04,60.73,3
2020,10,San Miguel,50,Buenos Aires,,35.88,22.04,60.73,5
2020,10,Tigre,52,Buenos Aires,,35.88,22.04,60.73,7
2020,10,Tres de Febrero,53,Buenos Aires,,35.88,22.04,60.73,67
2020,10,Vicente López,54,Buenos Aires,,35.88,22.04,60.73,11
2020,11,Almirante Brown,16,Buenos Aires,,0.38,24.49,61.08,12
2020,11,Avellaneda,17,Buenos Aires,,0.34,24.77,64.62,53
2020,11,Berazategui,18,Buenos Aires,,0.38,24.49,61.08,39
2020,11,Berisso,19,Buenos Aires,,0.38,24.49,61.08,6
2020,11,COMUNA 1,1,CABA,,0.46,25.01,56.58,343
2020,11,COMUNA 10,10,CABA,,0.46,25.01,56.58,42
2020,11,COMUNA 11,11,CABA,,0.46,25.01,56.58,13
2020,11,COMUNA 12,12,CABA,,0.46,25.01,56.58,22
2020,11,COMUNA 13,13,CABA,,0.46,25.01,56.58,12
2020,11,COMUNA 14,14,CABA,,0.46,25.01,56.58,12
2020,11,COMUNA 15,15,CABA,,0.46,25.01,56.58,24
2020,11,COMUNA 2,2,CABA,,0.46,25.01,56.58,3
2020,11,COMUNA 3,3,CABA,,0.46,25.01,56.58,10
2020,11,COMUNA 4,4,CABA,,0.46,25.01,56.58,92
2020,11,COMUNA 5,5,CABA,,0.46,25.01,56.58,5
2020,11,COMUNA 6,6,CABA,,0.46,25.01,56.58,2
2020,11,COMUNA 7,7,CABA,,0.46,25.01,56.58,112
2020,11,COMUNA 8,8,CABA,,0.46,25.01,56.58,100
2020,11,COMUNA 9,9,CABA,,0.46,25.01,56.58,44
2020,11,Escobar,24,Buenos Aires,,0.46,25.01,56.58,3
2020,11,Esteban Echeverría,25,Buenos Aires,,0.4,24.76,56.64,17
2020,11,Ezeiza,27,Buenos Aires,,0.4,24.76,56.64,2
2020,11,Florencio Varela,28,Buenos Aires,,0.38,24.49,61.08,20
2020,11,General Rodríguez,30,Buenos Aires,,0.46,25.01,56.58,2
2020,11,General San Martín,31,Buenos Aires,,0.46,25.01,56.58,41
2020,11,Hurlingham,32,Buenos Aires,,0.46,25.01,56.58,29
2020,11,Ituzaingó,33,Buenos Aires,,0.46,25.01,56.58,3
2020,11,José C. Paz,34,Buenos Aires,,0.46,25.01,56.58,8
2020,11,La Matanza,35,Buenos Aires,,0.46,25.01,56.58,185
2020,11,La Plata,37,Buenos Aires,,0.38,24.49,61.08,35
