year,week,departament_name,departament_id,province,trends_dengue,prec_2weeks,temp_2weeks_avg,humd_2weeks_avg,target_cases,sup_km2,total_pobl
2020,19,Moreno,42,Buenos Aires,14.0,67.12,17.05,79.25,2,186.0,576632
2020,19,Morón,44,Buenos Aires,14.0,67.12,17.05,79.25,16,55.0,331183
2020,19,Quilmes,47,Buenos Aires,14.0,71.99,16.54,82.03,11,92.0,633391
2020,19,San Fernando,48,Buenos Aires,14.0,67.12,17.05,79.25,1,993.0,171616
2020,19,San Isidro,49,Buenos Aires,14.0,67.12,17.05,79.25,8,52.0,297282
2020,19,San Vicente,51,Buenos Aires,14.0,70.35,16.09,81.57,1,661.0,98215
2020,19,Tres de Febrero,53,Buenos Aires,14.0,67.12,17.05,79.25,28,45.0,364176
2020,19,Vicente López,54,Buenos Aires,14.0,67.12,17.05,79.25,5,35.0,282280
2020,19,COMUNA 1,1,CABA,23.0,67.12,17.05,79.25,179,17.9,223554
2020,19,COMUNA 10,10,CABA,23.0,67.12,17.05,79.25,8,12.6,173004
2020,19,COMUNA 11,11,CABA,23.0,67.12,17.05,79.25,2,14.1,204601
2020,19,COMUNA 12,12,CABA,23.0,67.12,17.05,79.25,2,15.7,236887
2020,19,COMUNA 14,14,CABA,23.0,67.12,17.05,79.25,2,15.9,248635
2020,19,COMUNA 3,3,CABA,23.0,67.12,17.05,79.25,1,6.4,196240
2020,19,COMUNA 4,4,CABA,23.0,67.12,17.05,79.25,11,22.7,229240
2020,19,COMUNA 5,5,CABA,23.0,67.12,17.05,79.25,1,6.7,194271
2020,19,COMUNA 6,6,CABA,23.0,67.12,17.05,79.25,1,6.9,203043
2020,19,COMUNA 7,7,CABA,23.0,67.12,17.05,79.25,27,12.4,215896
2020,19,COMUNA 8,8,CABA,23.0,67.12,17.05,79.25,10,22.5,204367
2020,19,COMUNA 9,9,CABA,23.0,67.12,17.05,79.25,8,16.6,169063
2020,20,Almirante Brown,16,Buenos Aires,14.0,47.54,14.32,81.8,2,129.0,584827
2020,20,Avellaneda,17,Buenos Aires,14.0,48.56,16.26,78.16,10,56.0,367554
2020,20,Berazategui,18,Buenos Aires,14.0,47.54,14.32,81.8,5,220.0,358712
2020,20,Escobar,24,Buenos Aires,14.0,54.58,14.26,79.63,2,301.0,256268
2020,20,Esteban Echeverría,25,Buenos Aires,14.0,48.17,13.66,81.2,1,121.0,338480
2020,20,Florencio Varela,28,Buenos Aires,14.0,47.54,14.32,81.8,5,190.0,496433
2020,20,General San Martín,31,Buenos Aires,14.0,54.58,14.26,79.63,2,57.0,450518
2020,20,Hurlingham,32,Buenos Aires,14.0,54.58,14.26,79.63,2,36.0,185641
2020,20,Ituzaingó,33,Buenos Aires,14.0,54.58,14.26,79.63,5,38.0,180232
2020,20,La Matanza,35,Buenos Aires,14.0,54.58,14.26,79.63,21,327.0,1841247
2020,20,La Plata,37,Buenos Aires,14.0,47.54,14.32,81.8,10,893.0,768547
2020,20,Lanús,36,Buenos Aires,14.0,48.56,16.26,78.16,10,50.0,461267
2020,20,Lomas de Zamora,38,Buenos Aires,14.0,48.56,16.26,78.16,7,89.0,690480
2020,20,Merlo,43,Buenos Aires,14.0,54.58,14.26,79.63,2,174.0,582486
2020,20,Moreno,42,Buenos Aires,14.0,54.58,14.26,79.63,3,186.0,576632
2020,20,Morón,44,Buenos Aires,14.0,54.58,14.26,79.63,6,55.0,331183
2020,20,Pilar,45,Buenos Aires,14.0,54.58,14.26,79.63,1,385.0,394754
2020,20,Quilmes,47,Buenos Aires,14.0,47.54,14.32,81.8,13,92.0,633391
2020,20,San Fernando,48,Buenos Aires,14.0,54.58,14.26,79.63,1,993.0,171616
2020,20,San Isidro,49,Buenos Aires,14.0,54.58,14.26,79.63,3,52.0,297282
2020,20,Tigre,52,Buenos Aires,14.0,54.58,14.26,79.63,1,394.0,446949
2020,20,Tres de Febrero,53,Buenos Aires,14.0,54.58,14.26,79.63,20,45.0,364176
2020,20,Vicente López,54,Buenos Aires,14.0,54.58,14.26,79.63,5,35.0,282280
2020,20,COMUNA 1,1,CABA,22.0,54.58,14.26,79.63,97,17.9,223554
2020,20,COMUNA 10,10,CABA,22.0,54.58,14.26,79.63,1,12.6,173004
2020,20,COMUNA 11,11,CABA,22.0,54.58,14.26,79.63,1,14.1,204601
2020,20,COMUNA 12,12,CABA,22.0,54.58,14.26,79.63,4,15.7,236887
2020,20,COMUNA 13,13,CABA,22.0,54.58,14.26,79.63,1,15.0,264385
2020,20,COMUNA 14,14,CABA,22.0,54.58,14.26,79.63,1,15.9,248635
2020,20,COMUNA 3,3,CABA,22.0,54.58,14.26,79.63,1,6.4,196240
2020,20,COMUNA 4,4,CABA,22.0,54.58,14.26,79.63,4,22.7,229240
2020,20,COMUNA 7,7,CABA,22.0,54.58,14.26,79.63,13,12.4,215896
2020,20,COMUNA 8,8,CABA,22.0,54.58,14.26,79.63,6,22.5,204367
2020,20,COMUNA 9,9,CABA,22.0,54.58,14.26,79.63,3,16.6,169063
2020,21,Almirante Brown,16,Buenos Aires,10.0,4.86,13.26,78.01,2,129.0,584827
2020,21,Avellaneda,17,Buenos Aires,10.0,5.2,15.23,74.64,3,56.0,367554
2020,21,Berazategui,18,Buenos Aires,10.0,4.86,13.26,78.01,8,220.0,358712
2020,21,Esteban Echeverría,25,Buenos Aires,10.0,4.34,12.46,77.95,1,121.0,338480
2020,21,Florencio Varela,28,Buenos Aires,10.0,4.86,13.26,78.01,2,190.0,496433
2020,21,General San Martín,31,Buenos Aires,10.0,4.81,13.12,76.1,1,57.0,450518
2020,21,La Matanza,35,Buenos Aires,10.0,4.81,13.12,76.1,16,327.0,1841247
2020,21,La Plata,37,Buenos Aires,10.0,4.86,13.26,78.01,8,893.0,768547
2020,21,Lanús,36,Buenos Aires,10.0,5.2,15.23,74.64,10,50.0,461267
2020,21,Lomas de Zamora,38,Buenos Aires,10.0,5.2,15.23,74.64,3,89.0,690480
2020,21,Merlo,43,Buenos Aires,10.0,4.81,13.12,76.1,1,174.0,582486
2020,21,Morón,44,Buenos Aires,10.0,4.81,13.12,76.1,2,55.0,331183
2020,21,Quilmes,47,Buenos Aires,10.0,4.86,13.26,78.01,6,92.0,633391
2020,21,San Fernando,48,Buenos Aires,10.0,4.81,13.12,76.1,1,993.0,171616
2020,21,San Isidro,49,Buenos Aires,10.0,4.81,13.12,76.1,1,52.0,297282
2020,21,Tres de Febrero,53,Buenos Aires,10.0,4.81,13.12,76.1,14,45.0,364176
2020,21,Vicente López,54,Buenos Aires,10.0,4.81,13.12,76.1,3,35.0,282280
2020,21,COMUNA 1,1,CABA,14.0,4.81,13.12,76.1,42,17.9,223554
2020,21,COMUNA 12,12,CABA,14.0,4.81,13.12,76.1,2,15.7,236887
2020,21,COMUNA 13,13,CABA,14.0,4.81,13.12,76.1,2,15.0,264385
2020,21,COMUNA 15,15,CABA,14.0,4.81,13.12,76.1,2,14.3,196876
2020,21,COMUNA 2,2,CABA,14.0,4.81,13.12,76.1,1,6.3,161645
2020,21,COMUNA 4,4,CABA,14.0,4.81,13.12,76.1,1,22.7,229240
2020,21,COMUNA 6,6,CABA,14.0,4.81,13.12,76.1,1,6.9,203043
2020,21,COMUNA 8,8,CABA,14.0,4.81,13.12,76.1,1,22.5,204367
2020,21,COMUNA 9,9,CABA,14.0,4.81,13.12,76.1,2,16.6,169063
2020,22,Almirante Brown,16,Buenos Aires,7.0,5.68,13.52,77.82,1,129.0,584827
2020,22,Avellaneda,17,Buenos Aires,7.0,4.38,15.25,76.26,1,56.0,367554
2020,22,Berazategui,18,Buenos Aires,7.0,5.68,13.52,77.82,4,220.0,358712
2020,22,Florencio Varela,28,Buenos Aires,7.0,5.68,13.52,77.82,2,190.0,496433
2020,22,General San Martín,31,Buenos Aires,7.0,3.73,13.56,75.57,2,57.0,450518
2020,22,Ituzaingó,33,Buenos Aires,7.0,3.73,13.56,75.57,1,38.0,180232
2020,22,La Matanza,35,Buenos Aires,7.0,3.73,13.56,75.57,12,327.0,1841247
2020,22,La Plata,37,Buenos Aires,7.0,5.68,13.52,77.82,1,893.0,768547
2020,22,Lanús,36,Buenos Aires,7.0,4.38,15.25,76.26,5,50.0,461267
2020,22,Lomas de Zamora,38,Buenos Aires,7.0,4.38,15.25,76.26,3,89.0,690480
2020,22,Merlo,43,Buenos Aires,7.0,3.73,13.56,75.57,1,174.0,582486
2020,22,Morón,44,Buenos Aires,7.0,3.73,13.56,75.57,1,55.0,331183
2020,22,Quilmes,47,Buenos Aires,7.0,5.68,13.52,77.82,2,92.0,633391
2020,22,San Isidro,49,Buenos Aires,7.0,3.73,13.56,75.57,3,52.0,297282
2020,22,Tigre,52,Buenos Aires,7.0,3.73,13.56,75.57,2,394.0,446949
2020,22,Tres de Febrero,53,Buenos Aires,7.0,3.73,13.56,75.57,2,45.0,364176
2020,22,Vicente López,54,Buenos Aires,7.0,3.73,13.56,75.57,2,35.0,282280
2020,22,COMUNA 1,1,CABA,9.0,3.73,13.56,75.57,24,17.9,223554
2020,22,COMUNA 11,11,CABA,9.0,3.73,13.56,75.57,1,14.1,204601
2020,22,COMUNA 2,2,CABA,9.0,3.73,13.56,75.57,1,6.3,161645
2020,23,Almirante Brown,16,Buenos Aires,8.0,5.68,13.12,80.74,1,129.0,584827
2020,23,General San Martín,31,Buenos Aires,8.0,3.73,13.0,77.34,2,57.0,450518
2020,23,Hurlingham,32,Buenos Aires,8.0,3.73,13.0,77.34,1,36.0,185641
2020,23,La Matanza,35,Buenos Aires,8.0,3.73,13.0,77.34,1,327.0,1841247
2020,23,Lanús,36,Buenos Aires,8.0,4.38,14.56,80.42,1,50.0,461267
2020,23,Lomas de Zamora,38,Buenos Aires,8.0,4.38,14.56,80.42,1,89.0,690480
2020,23,San Isidro,49,Buenos Aires,8.0,3.73,13.0,77.34,1,52.0,297282
2020,23,Tigre,52,Buenos Aires,8.0,3.73,13.0,77.34,2,394.0,446949
2020,23,Tres de Febrero,53,Buenos Aires,8.0,3.73,13.0,77.34,1,45.0,364176
2020,23,COMUNA 1,1,CABA,9.0,3.73,13.0,77.34,6,17.9,223554
2020,24,Berazategui,18,Buenos Aires,5.0,10.89,11.52,84.6,1,220.0,358712
2020,24,Exaltación de la Cruz,26,Buenos Aires,5.0,1.56,11.75,80.32,1,637.0,40159
2020,24,La Matanza,35,Buenos Aires,5.0,1.65,11.37,81.05,1,327.0,1841247
2020,24,Lanús,36,Buenos Aires,5.0,2.58,13.03,82.84,3,50.0,461267
2020,24,Merlo,43,Buenos Aires,5.0,1.65,11.37,81.05,1,174.0,582486
2020,24,Quilmes,47,Buenos Aires,5.0,10.89,11.52,84.6,1,92.0,633391
2020,24,Tres de Febrero,53,Buenos Aires,5.0,1.65,11.37,81.05,2,45.0,364176
2020,24,Vicente López,54,Buenos Aires,5.0,1.65,11.37,81.05,1,35.0,282280
2020,24,COMUNA 1,1,CABA,6.0,1.65,11.37,81.05,6,17.9,223554
2020,24,COMUNA 7,7,CABA,6.0,1.65,11.37,81.05,1,12.4,215896
2020,26,COMUNA 1,1,CABA,3.0,48.36,12.18,78.19,1,17.9,223554
2020,27,Ituzaingó,33,Buenos Aires,5.0,54.21,11.47,80.97,1,38.0,180232
2020,29,COMUNA 1,1,CABA,3.0,30.43,7.84,80.52,3,17.9,223554
2020,30,General San Martín,31,Buenos Aires,2.0,1.03,8.23,76.53,1,57.0,450518
2020,32,Almirante Brown,16,Buenos Aires,2.0,13.7,9.47,83.03,1,129.0,584827
2020,36,Vicente López,54,Buenos Aires,1.0,17.57,11.61,71.81,1,35.0,282280
2020,38,COMUNA 1,1,CABA,2.0,42.17,11.5,77.49,1,17.9,223554
2020,39,COMUNA 1,1,CABA,2.0,0.01,12.66,68.14,1,17.9,223554
2020,40,Tigre,52,Buenos Aires,1.0,46.04,13.16,67.88,1,394.0,446949
2020,42,COMUNA 1,1,CABA,2.0,5.95,14.54,67.52,1,17.9,223554
2020,44,San Isidro,49,Buenos Aires,2.0,94.7,18.96,75.4,1,52.0,297282
2020,47,Berazategui,18,Buenos Aires,2.0,0.86,19.3,71.63,1,220.0,358712
2020,47,Vicente López,54,Buenos Aires,2.0,0.78,20.42,65.86,1,35.0,282280
2020,48,Moreno,42,Buenos Aires,2.0,3.2,21.63,61.67,1,186.0,576632
2020,48,San Isidro,49,Buenos Aires,2.0,3.2,21.63,61.67,1,52.0,297282
2020,48,COMUNA 1,1,CABA,2.0,3.2,21.63,61.67,2,17.9,223554
2020,48,COMUNA 2,2,CABA,2.0,3.2,21.63,61.67,1,6.3,161645
2020,51,Luján,39,Buenos Aires,2.0,22.21,21.96,56.7,1,771.0,111251
2020,52,COMUNA 2,2,CABA,4.0,16.16,23.41,51.74,1,6.3,161645
2020,53,COMUNA 7,7,CABA,,5.32,24.14,51.03,1,12.4,215896
2021,10,Berazategui,18,Buenos Aires,64.0,43.54,23.56,70.37,1,220.0,358712
2021,10,La Plata,37,Buenos Aires,64.0,43.54,23.56,70.37,1,893.0,768547
2021,10,COMUNA 6,6,CABA,52.0,40.49,24.18,66.68,1,6.9,203043
2021,11,COMUNA 15,15,CABA,34.0,0.83,24.17,62.1,1,14.3,196876
2021,12,General San Martín,31,Buenos Aires,57.0,29.23,21.84,63.3,1,57.0,450518
2021,12,Presidente Perón,46,Buenos Aires,57.0,32.46,21.05,65.15,1,122.0,102106
2021,13,Merlo,43,Buenos Aires,82.0,84.54,19.93,76.11,1,174.0,582486
2021,14,Almirante Brown,16,Buenos Aires,90.0,51.9,19.48,81.16,1,129.0,584827
2021,14,San Isidro,49,Buenos Aires,90.0,55.49,19.58,79.88,1,52.0,297282
2021,15,Berazategui,18,Buenos Aires,64.0,46.61,20.13,81.03,1,220.0,358712
2021,15,Lomas de Zamora,38,Buenos Aires,64.0,52.61,21.33,79.69,1,89.0,690480
2021,15,COMUNA 3,3,CABA,49.0,53.45,20.37,79.38,1,6.4,196240
2022,4,La Matanza,35,Buenos Aires,100.0,115.37,27.96,62.75,2,327.0,1841247
2022,7,La Matanza,35,Buenos Aires,52.0,30.36,21.73,64.82,5,327.0,1841247
2022,8,La Matanza,35,Buenos Aires,52.0,21.04,22.38,61.98,6,327.0,1841247
2022,9,La Matanza,35,Buenos Aires,81.0,75.93,23.4,66.41,8,327.0,1841247
2022,10,Ituzaingó,33,Buenos Aires,99.0,69.47,22.55,72.26,1,38.0,180232
2022,10,La Matanza,35,Buenos Aires,99.0,69.47,22.55,72.26,9,327.0,1841247
2022,10,San Fernando,48,Buenos Aires,99.0,69.47,22.55,72.26,1,993.0,171616
2022,11,Ituzaingó,33,Buenos Aires,48.0,38.39,20.88,71.25,1,38.0,180232
2022,11,La Matanza,35,Buenos Aires,48.0,38.39,20.88,71.25,7,327.0,1841247
2022,12,La Matanza,35,Buenos Aires,60.0,42.9,19.51,69.66,10,327.0,1841247
2022,13,La Matanza,35,Buenos Aires,58.0,47.65,18.96,73.75,11,327.0,1841247
2022,13,Morón,44,Buenos Aires,58.0,47.65,18.96,73.75,3,55.0,331183
2022,14,Almirante Brown,16,Buenos Aires,58.0,30.55,17.25,73.34,1,129.0,584827
2022,14,La Matanza,35,Buenos Aires,58.0,38.38,16.98,73.19,20,327.0,1841247
2022,14,Lomas de Zamora,38,Buenos Aires,58.0,34.61,18.5,74.59,1,89.0,690480
2022,14,Morón,44,Buenos Aires,58.0,38.38,16.98,73.19,1,55.0,331183
2022,15,La Matanza,35,Buenos Aires,71.0,5.55,17.27,68.58,16,327.0,1841247
2022,15,Merlo,43,Buenos Aires,71.0,5.55,17.27,68.58,1,174.0,582486
2022,15,Morón,44,Buenos Aires,71.0,5.55,17.27,68.58,1,55.0,331183
2022,16,La Matanza,35,Buenos Aires,55.0,19.2,17.32,71.35,14,327.0,1841247
2022,17,Ensenada,23,Buenos Aires,62.0,28.45,16.32,74.43,1,114.0,63997
2022,17,La Matanza,35,Buenos Aires,62.0,39.59,16.12,74.03,11,327.0,1841247
2022,17,Morón,44,Buenos Aires,62.0,39.59,16.12,74.03,4,55.0,331183
2022,18,La Matanza,35,Buenos Aires,54.0,49.24,15.32,72.69,5,327.0,1841247
2022,19,La Matanza,35,Buenos Aires,46.0,26.88,13.92,75.05,3,327.0,1841247
2022,19,Morón,44,Buenos Aires,46.0,26.88,13.92,75.05,1,55.0,331183
2022,20,La Matanza,35,Buenos Aires,27.0,0.0,13.42,77.61,3,327.0,1841247
2022,20,Lanús,36,Buenos Aires,27.0,0.0,15.91,75.78,1,50.0,461267
2022,32,Ezeiza,27,Buenos Aires,21.0,45.39,11.38,82.4,1,238.0,201511
2022,40,General San Martín,31,Buenos Aires,28.0,2.68,15.1,62.18,1,57.0,450518
2023,1,José C. Paz,34,Buenos Aires,2.0,0.13,26.39,43.38,1,50.0,326992
2023,1,Malvinas Argentinas,41,Buenos Aires,2.0,0.13,26.39,43.38,1,63.0,350674
2023,1,COMUNA 13,13,CABA,2.0,0.13,26.39,43.38,1,15.0,264385
2023,1,COMUNA 4,4,CABA,2.0,0.13,26.39,43.38,1,22.7,229240
2023,1,COMUNA 5,5,CABA,2.0,0.13,26.39,43.38,2,6.7,194271
2023,1,COMUNA 9,9,CABA,2.0,0.13,26.39,43.38,1,16.6,169063
2023,2,Merlo,43,Buenos Aires,2.0,0.11,26.67,42.39,1,174.0,582486
2023,2,COMUNA 1,1,CABA,2.0,0.11,26.67,42.39,3,17.9,223554
2023,2,COMUNA 13,13,CABA,2.0,0.11,26.67,42.39,1,15.0,264385
2023,2,COMUNA 7,7,CABA,2.0,0.11,26.67,42.39,1,12.4,215896
2023,2,COMUNA 9,9,CABA,2.0,0.11,26.67,42.39,1,16.6,169063
2023,3,La Matanza,35,Buenos Aires,2.0,0.24,26.53,42.89,1,327.0,1841247
2023,3,Merlo,43,Buenos Aires,2.0,0.24,26.53,42.89,2,174.0,582486
2023,3,San Fernando,48,Buenos Aires,2.0,0.24,26.53,42.89,1,993.0,171616
2023,3,COMUNA 1,1,CABA,3.0,0.24,26.53,42.89,1,17.9,223554
2023,3,COMUNA 6,6,CABA,3.0,0.24,26.53,42.89,1,6.9,203043
2023,4,Florencio Varela,28,Buenos Aires,4.0,15.4,26.83,52.66,1,190.0,496433
2023,4,General San Martín,31,Buenos Aires,4.0,15.65,27.93,45.4,1,57.0,450518
2023,4,Ituzaingó,33,Buenos Aires,4.0,15.65,27.93,45.4,1,38.0,180232
2023,4,Lanús,36,Buenos Aires,4.0,10.98,26.77,58.68,1,50.0,461267
2023,4,Lomas de Zamora,38,Buenos Aires,4.0,10.98,26.77,58.68,1,89.0,690480
2023,4,San Isidro,49,Buenos Aires,4.0,15.65,27.93,45.4,1,52.0,297282
2023,4,COMUNA 11,11,CABA,2.0,15.65,27.93,45.4,1,14.1,204601
2023,4,COMUNA 7,7,CABA,2.0,15.65,27.93,45.4,1,12.4,215896
2023,5,Berazategui,18,Buenos Aires,4.0,27.22,27.24,57.77,1,220.0,358712
2023,5,Esteban Echeverría,25,Buenos Aires,4.0,35.56,27.66,54.12,1,121.0,338480
2023,5,La Matanza,35,Buenos Aires,4.0,32.46,28.3,52.86,3,327.0,1841247
2023,5,COMUNA 1,1,CABA,4.0,32.46,28.3,52.86,3,17.9,223554
2023,5,COMUNA 11,11,CABA,4.0,32.46,28.3,52.86,3,14.1,204601
2023,5,COMUNA 2,2,CABA,4.0,32.46,28.3,52.86,1,6.3,161645
2023,5,COMUNA 3,3,CABA,4.0,32.46,28.3,52.86,1,6.4,196240
2023,5,COMUNA 4,4,CABA,4.0,32.46,28.3,52.86,1,22.7,229240
2023,5,COMUNA 7,7,CABA,4.0,32.46,28.3,52.86,4,12.4,215896
2023,5,COMUNA 8,8,CABA,4.0,32.46,28.3,52.86,1,22.5,204367
2023,5,COMUNA 9,9,CABA,4.0,32.46,28.3,52.86,3,16.6,169063
2023,6,Berazategui,18,Buenos Aires,4.0,20.66,25.74,61.92,1,220.0,358712
2023,6,La Matanza,35,Buenos Aires,4.0,27.18,26.37,59.48,3,327.0,1841247
2023,6,La Plata,37,Buenos Aires,4.0,20.66,25.74,61.92,1,893.0,768547
2023,6,Lomas de Zamora,38,Buenos Aires,4.0,21.36,26.04,65.44,1,89.0,690480
2023,6,Morón,44,Buenos Aires,4.0,27.18,26.37,59.48,1,55.0,331183
2023,6,Tigre,52,Buenos Aires,4.0,27.18,26.37,59.48,1,394.0,446949
2023,6,Tres de Febrero,53,Buenos Aires,4.0,27.18,26.37,59.48,1,45.0,364176
2023,6,COMUNA 1,1,CABA,3.0,27.18,26.37,59.48,4,17.9,223554
2023,6,COMUNA 10,10,CABA,3.0,27.18,26.37,59.48,1,12.6,173004
2023,6,COMUNA 11,11,CABA,3.0,27.18,26.37,59.48,1,14.1,204601
2023,6,COMUNA 12,12,CABA,3.0,27.18,26.37,59.48,2,15.7,236887
2023,6,COMUNA 2,2,CABA,3.0,27.18,26.37,59.48,1,6.3,161645
2023,6,COMUNA 4,4,CABA,3.0,27.18,26.37,59.48,1,22.7,229240
2023,6,COMUNA 7,7,CABA,3.0,27.18,26.37,59.48,3,12.4,215896
2023,6,COMUNA 9,9,CABA,3.0,27.18,26.37,59.48,3,16.6,169063
2023,7,Almirante Brown,16,Buenos Aires,5.0,7.23,27.46,55.91,1,129.0,584827
2023,7,Berazategui,18,Buenos Aires,5.0,7.23,27.46,55.91,3,220.0,358712
2023,7,General San Martín,31,Buenos Aires,5.0,10.58,27.92,51.66,1,57.0,450518
2023,7,José C. Paz,34,Buenos Aires,5.0,10.58,27.92,51.66,1,50.0,326992
2023,7,La Matanza,35,Buenos Aires,5.0,10.58,27.92,51.66,2,327.0,1841247
2023,7,Lanús,36,Buenos Aires,5.0,9.63,27.13,61.86,1,50.0,461267
2023,7,Lomas de Zamora,38,Buenos Aires,5.0,9.63,27.13,61.86,2,89.0,690480
2023,7,Merlo,43,Buenos Aires,5.0,10.58,27.92,51.66,1,174.0,582486
2023,7,Tres de Febrero,53,Buenos Aires,5.0,10.58,27.92,51.66,2,45.0,364176
2023,7,COMUNA 1,1,CABA,4.0,10.58,27.92,51.66,5,17.9,223554
2023,7,COMUNA 11,11,CABA,4.0,10.58,27.92,51.66,5,14.1,204601
2023,7,COMUNA 3,3,CABA,4.0,10.58,27.92,51.66,1,6.4,196240
2023,7,COMUNA 7,7,CABA,4.0,10.58,27.92,51.66,3,12.4,215896
2023,7,COMUNA 8,8,CABA,4.0,10.58,27.92,51.66,4,22.5,204367
2023,7,COMUNA 9,9,CABA,4.0,10.58,27.92,51.66,12,16.6,169063
2023,8,Almirante Brown,16,Buenos Aires,6.0,10.39,25.64,50.34,1,129.0,584827
2023,8,Berazategui,18,Buenos Aires,6.0,10.39,25.64,50.34,7,220.0,358712
2023,8,Esteban Echeverría,25,Buenos Aires,6.0,11.59,25.59,45.84,1,121.0,338480
2023,8,Florencio Varela,28,Buenos Aires,6.0,10.39,25.64,50.34,1,190.0,496433
2023,8,General San Martín,31,Buenos Aires,6.0,8.5,26.02,44.61,2,57.0,450518
2023,8,La Matanza,35,Buenos Aires,6.0,8.5,26.02,44.61,11,327.0,1841247
2023,8,La Plata,37,Buenos Aires,6.0,10.39,25.64,50.34,1,893.0,768547
2023,8,Lanús,36,Buenos Aires,6.0,6.77,26.11,56.42,2,50.0,461267
2023,8,Lomas de Zamora,38,Buenos Aires,6.0,6.77,26.11,56.42,1,89.0,690480
2023,8,Merlo,43,Buenos Aires,6.0,8.5,26.02,44.61,1,174.0,582486
2023,8,Morón,44,Buenos Aires,6.0,8.5,26.02,44.61,1,55.0,331183
2023,8,Pilar,45,Buenos Aires,6.0,8.5,26.02,44.61,1,385.0,394754
2023,8,San Miguel,50,Buenos Aires,6.0,8.5,26.02,44.61,1,83.0,328835
2023,8,Tigre,52,Buenos Aires,6.0,8.5,26.02,44.61,4,394.0,446949
2023,8,Tres de Febrero,53,Buenos Aires,6.0,8.5,26.02,44.61,4,45.0,364176
2023,8,COMUNA 1,1,CABA,5.0,8.5,26.02,44.61,7,17.9,223554
2023,8,COMUNA 10,10,CABA,5.0,8.5,26.02,44.61,2,12.6,173004
2023,8,COMUNA 11,11,CABA,5.0,8.5,26.02,44.61,6,14.1,204601
2023,8,COMUNA 14,14,CABA,5.0,8.5,26.02,44.61,3,15.9,248635
2023,8,COMUNA 15,15,CABA,5.0,8.5,26.02,44.61,3,14.3,196876
2023,8,COMUNA 2,2,CABA,5.0,8.5,26.02,44.61,1,6.3,161645
2023,8,COMUNA 3,3,CABA,5.0,8.5,26.02,44.61,1,6.4,196240
2023,8,COMUNA 4,4,CABA,5.0,8.5,26.02,44.61,2,22.7,229240
2023,8,COMUNA 7,7,CABA,5.0,8.5,26.02,44.61,5,12.4,215896
2023,8,COMUNA 8,8,CABA,5.0,8.5,26.02,44.61,1,22.5,204367
2023,8,COMUNA 9,9,CABA,5.0,8.5,26.02,44.61,22,16.6,169063
2023,9,Avellaneda,17,Buenos Aires,8.0,7.13,23.82,58.64,1,56.0,367554
2023,9,Berazategui,18,Buenos Aires,8.0,12.43,22.96,52.79,39,220.0,358712
2023,9,Escobar,24,Buenos Aires,8.0,9.31,23.51,47.61,1,301.0,256268
2023,9,Esteban Echeverría,25,Buenos Aires,8.0,15.68,22.79,49.11,1,121.0,338480
2023,9,General Rodríguez,30,Buenos Aires,8.0,9.31,23.51,47.61,1,367.0,142709
2023,9,General San Martín,31,Buenos Aires,8.0,9.31,23.51,47.61,1,57.0,450518
2023,9,Ituzaingó,33,Buenos Aires,8.0,9.31,23.51,47.61,2,38.0,180232
2023,9,La Matanza,35,Buenos Aires,8.0,9.31,23.51,47.61,24,327.0,1841247
2023,9,La Plata,37,Buenos Aires,8.0,12.43,22.96,52.79,2,893.0,768547
2023,9,Lanús,36,Buenos Aires,8.0,7.13,23.82,58.64,2,50.0,461267
2023,9,Lomas de Zamora,38,Buenos Aires,8.0,7.13,23.82,58.64,1,89.0,690480
2023,9,Luján,39,Buenos Aires,8.0,9.31,23.51,47.61,2,771.0,111251
2023,9,Merlo,43,Buenos Aires,8.0,9.31,23.51,47.61,3,174.0,582486
2023,9,Moreno,42,Buenos Aires,8.0,9.31,23.51,47.61,2,186.0,576632
2023,9,Morón,44,Buenos Aires,8.0,9.31,23.51,47.61,3,55.0,331183
2023,9,Quilmes,47,Buenos Aires,8.0,12.43,22.96,52.79,3,92.0,633391
2023,9,San Fernando,48,Buenos Aires,8.0,9.31,23.51,47.61,1,993.0,171616
2023,9,San Miguel,50,Buenos Aires,8.0,9.31,23.51,47.61,1,83.0,328835
2023,9,Tres de Febrero,53,Buenos Aires,8.0,9.31,23.51,47.61,12,45.0,364176
2023,9,Vicente López,54,Buenos Aires,8.0,9.31,23.51,47.61,1,35.0,282280
2023,9,Zárate,55,Buenos Aires,8.0,8.06,23.99,46.52,1,1185.0,132221
2023,9,COMUNA 1,1,CABA,7.0,9.31,23.51,47.61,21,17.9,223554
2023,9,COMUNA 10,10,CABA,7.0,9.31,23.51,47.61,8,12.6,173004
2023,9,COMUNA 11,11,CABA,7.0,9.31,23.51,47.61,9,14.1,204601
2023,9,COMUNA 12,12,CABA,7.0,9.31,23.51,47.61,2,15.7,236887
2023,9,COMUNA 13,13,CABA,7.0,9.31,23.51,47.61,4,15.0,264385
2023,9,COMUNA 14,14,CABA,7.0,9.31,23.51,47.61,5,15.9,248635
2023,9,COMUNA 15,15,CABA,7.0,9.31,23.51,47.61,6,14.3,196876
2023,9,COMUNA 2,2,CABA,7.0,9.31,23.51,47.61,1,6.3,161645
2023,9,COMUNA 3,3,CABA,7.0,9.31,23.51,47.61,2,6.4,196240
2023,9,COMUNA 4,4,CABA,7.0,9.31,23.51,47.61,6,22.7,229240
