year,week,departament_name,departament_id,province,trends_dengue,prec_2weeks,temp_2weeks_avg,humd_2weeks_avg,target_cases
2020,1,COMUNA 4,4,CABA,,,,,1
2020,10,Almirante Brown,16,Buenos Aires,,,,,11
2020,10,Avellaneda,17,Buenos Aires,,,,,39
2020,10,Berazategui,18,Buenos Aires,,,,,3
2020,10,COMUNA 1,1,CABA,,,,,190
2020,10,COMUNA 10,10,CABA,,,,,27
2020,10,COMUNA 11,11,CABA,,,,,13
2020,10,COMUNA 12,12,CABA,,,,,21
2020,10,COMUNA 13,13,CABA,,,,,4
2020,10,COMUNA 14,14,CABA,,,,,4
2020,10,COMUNA 15,15,CABA,,,,,9
2020,10,COMUNA 2,2,CABA,,,,,2
2020,10,COMUNA 3,3,CABA,,,,,7
2020,10,COMUNA 4,4,CABA,,,,,46
2020,10,COMUNA 5,5,CABA,,,,,8
2020,10,COMUNA 6,6,CABA,,,,,8
2020,10,COMUNA 7,7,CABA,,,,,86
2020,10,COMUNA 8,8,CABA,,,,,37
2020,10,COMUNA 9,9,CABA,,,,,32
2020,10,Escobar,24,Buenos Aires,,,,,2
2020,10,Esteban Echeverría,25,Buenos Aires,,,,,13
2020,10,Ezeiza,27,Buenos Aires,,,,,5
2020,10,Florencio Varela,28,Buenos Aires,,,,,8
2020,10,General Rodríguez,30,Buenos Aires,,,,,2
2020,10,General San Martín,31,Buenos Aires,,,,,34
2020,10,Hurlingham,32,Buenos Aires,,,,,13
2020,10,Ituzaingó,33,Buenos Aires,,,,,4
2020,10,José C. Paz,34,Buenos Aires,,,,,4
2020,10,La Matanza,35,Buenos Aires,,,,,95
2020,10,La Plata,37,Buenos Aires,,,,,23
2020,10,Lanús,36,Buenos Aires,,,,,35
2020,10,Lomas de Zamora,38,Buenos Aires,,,,,29
2020,10,Luján,39,Buenos Aires,,,,,1
2020,10,Malvinas Argentinas,41,Buenos Aires,,,,,4
2020,10,Merlo,43,Buenos Aires,,,,,15
2020,10,Moreno,42,Buenos Aires,,,,,9
2020,10,Morón,44,Buenos Aires,,,,,13
2020,10,Presidente Perón,46,Buenos Aires,,,,,2
2020,10,Quilmes,47,Buenos Aires,,,,,36
2020,10,San Fernando,48,Buenos Aires,,,,,3
2020,10,San Miguel,50,Buenos Aires,,,,,5
2020,10,Tigre,52,Buenos Aires,,,,,7
2020,10,Tres de Febrero,53,Buenos Aires,,,,,67
2020,10,Vicente López,54,Buenos Aires,,,,,11
2020,11,Almirante Brown,16,Buenos Aires,,,,,12
2020,11,Avellaneda,17,Buenos Aires,,,,,53
2020,11,Berazategui,18,Buenos Aires,,,,,39
2020,11,Berisso,19,Buenos Aires,,,,,6
2020,11,COMUNA 1,1,CABA,,,,,343
2020,11,COMUNA 10,10,CABA,,,,,42
2020,11,COMUNA 11,11,CABA,,,,,13
2020,11,COMUNA 12,12,CABA,,,,,22
2020,11,COMUNA 13,13,CABA,,,,,12
2020,11,COMUNA 14,14,CABA,,,,,12
2020,11,COMUNA 15,15,CABA,,,,,24
2020,11,COMUNA 2,2,CABA,,,,,3
2020,11,COMUNA 3,3,CABA,,,,,10
2020,11,COMUNA 4,4,CABA,,,,,92
2020,11,COMUNA 5,5,CABA,,,,,5
2020,11,COMUNA 6,6,CABA,,,,,2
2020,11,COMUNA 7,7,CABA,,,,,112
2020,11,COMUNA 8,8,CABA,,,,,100
2020,11,COMUNA 9,9,CABA,,,,,44
2020,11,Escobar,24,Buenos Aires,,,,,3
2020,11,Esteban Echeverría,25,Buenos Aires,,,,,17
2020,11,Ezeiza,27,Buenos Aires,,,,,2
2020,11,Florencio Varela,28,Buenos Aires,,,,,20
2020,11,General Rodríguez,30,Buenos Aires,,,,,2
2020,11,General San Martín,31,Buenos Aires,,,,,41
2020,11,Hurlingham,32,Buenos Aires,,,,,29
2020,11,Ituzaingó,33,Buenos Aires,,,,,3
2020,11,José C. Paz,34,Buenos Aires,,,,,8
