year,week,departament_name,departament_id,province,trends_dengue,prec_2weeks,temp_2weeks_avg,humd_2weeks_avg,target_cases
2023,1,COMUNA 13,13,CABA,,0.13,26.39,43.38,1
2023,1,COMUNA 4,4,CABA,,0.13,26.39,43.38,1
2023,1,COMUNA 5,5,CABA,,0.13,26.39,43.38,2
2023,1,COMUNA 9,9,CABA,,0.13,26.39,43.38,1
2023,1,José C. Paz,34,Buenos Aires,,0.13,26.39,43.38,1
2023,1,Malvinas Argentinas,41,Buenos Aires,,0.13,26.39,43.38,1
2023,2,COMUNA 1,1,CABA,,0.11,26.67,42.39,3
2023,2,COMUNA 13,13,CABA,,0.11,26.67,42.39,1
2023,2,COMUNA 7,7,CABA,,0.11,26.67,42.39,1
2023,2,COMUNA 9,9,CABA,,0.11,26.67,42.39,1
2023,2,Merlo,43,Buenos Aires,,0.11,26.67,42.39,1
2023,3,COMUNA 1,1,CABA,,0.24,26.53,42.89,1
2023,3,COMUNA 6,6,CABA,,0.24,26.53,42.89,1
2023,3,La Matanza,35,Buenos Aires,,0.24,26.53,42.89,1
2023,3,Merlo,43,Buenos Aires,,0.24,26.53,42.89,2
2023,3,San Fernando,48,Buenos Aires,,0.24,26.53,42.89,1
2023,4,COMUNA 11,11,CABA,,15.65,27.93,45.4,1
2023,4,COMUNA 7,7,CABA,,15.65,27.93,45.4,1
2023,4,Florencio Varela,28,Buenos Aires,,15.4,26.83,52.66,1
2023,4,General San Martín,31,Buenos Aires,,15.65,27.93,45.4,1
2023,4,Ituzaingó,33,Buenos Aires,,15.65,27.93,45.4,1
2023,4,Lanús,36,Buenos Aires,,10.98,26.77,58.68,1
2023,4,Lomas de Zamora,38,Buenos Aires,,10.98,26.77,58.68,1
2023,4,San Isidro,49,Buenos Aires,,15.65,27.93,45.4,1
2023,5,Berazategui,18,Buenos Aires,,27.22,27.24,57.77,1
2023,5,COMUNA 1,1,CABA,,32.46,28.3,52.86,3
2023,5,COMUNA 11,11,CABA,,32.46,28.3,52.86,3
2023,5,COMUNA 2,2,CABA,,32.46,28.3,52.86,1
2023,5,COMUNA 3,3,CABA,,32.46,28.3,52.86,1
2023,5,COMUNA 4,4,CABA,,32.46,28.3,52.86,1
2023,5,COMUNA 7,7,CABA,,32.46,28.3,52.86,4
2023,5,COMUNA 8,8,CABA,,32.46,28.3,52.86,1
2023,5,COMUNA 9,9,CABA,,32.46,28.3,52.86,3
2023,5,Esteban Echeverría,25,Buenos Aires,,35.56,27.66,54.12,1
2023,5,La Matanza,35,Buenos Aires,,32.46,28.3,52.86,3
2023,6,Berazategui,18,Buenos Aires,,20.66,25.74,61.92,1
2023,6,COMUNA 1,1,CABA,,27.18,26.37,59.48,4
2023,6,COMUNA 10,10,CABA,,27.18,26.37,59.48,1
2023,6,COMUNA 11,11,CABA,,27.18,26.37,59.48,1
2023,6,COMUNA 12,12,CABA,,27.18,26.37,59.48,2
2023,6,COMUNA 2,2,CABA,,27.18,26.37,59.48,1
2023,6,COMUNA 4,4,CABA,,27.18,26.37,59.48,1
2023,6,COMUNA 7,7,CABA,,27.18,26.37,59.48,3
2023,6,COMUNA 9,9,CABA,,27.18,26.37,59.48,3
2023,6,La Matanza,35,Buenos Aires,,27.18,26.37,59.48,3
2023,6,La Plata,37,Buenos Aires,,20.66,25.74,61.92,1
2023,6,Lomas de Zamora,38,Buenos Aires,,21.36,26.04,65.44,1
2023,6,Morón,44,Buenos Aires,,27.18,26.37,59.48,1
2023,6,Tigre,52,Buenos Aires,,27.18,26.37,59.48,1
2023,6,Tres de Febrero,53,Buenos Aires,,27.18,26.37,59.48,1
2023,7,Almirante Brown,16,Buenos Aires,,7.23,27.46,55.91,1
2023,7,Berazategui,18,Buenos Aires,,7.23,27.46,55.91,3
2023,7,COMUNA 1,1,CABA,,10.58,27.92,51.66,5
2023,7,COMUNA 11,11,CABA,,10.58,27.92,51.66,5
2023,7,COMUNA 3,3,CABA,,10.58,27.92,51.66,1
2023,7,COMUNA 7,7,CABA,,10.58,27.92,51.66,3
2023,7,COMUNA 8,8,CABA,,10.58,27.92,51.66,4
2023,7,COMUNA 9,9,CABA,,10.58,27.92,51.66,12
2023,7,General San Martín,31,Buenos Aires,,10.58,27.92,51.66,1
2023,7,José C. Paz,34,Buenos Aires,,10.58,27.92,51.66,1
2023,7,La Matanza,35,Buenos Aires,,10.58,27.92,51.66,2
2023,7,Lanús,36,Buenos Aires,,9.63,27.13,61.86,1
2023,7,Lomas de Zamora,38,Buenos Aires,,9.63,27.13,61.86,2
2023,7,Merlo,43,Buenos Aires,,10.58,27.92,51.66,1
2023,7,Tres de Febrero,53,Buenos Aires,,10.58,27.92,51.66,2
2023,8,Almirante Brown,16,Buenos Aires,,10.39,25.64,50.34,1
2023,8,Berazategui,18,Buenos Aires,,10.39,25.64,50.34,7
2023,8,COMUNA 1,1,CABA,,8.5,26.02,44.61,7
2023,8,COMUNA 10,10,CABA,,8.5,26.02,44.61,2
2023,8,COMUNA 11,11,CABA,,8.5,26.02,44.61,6
2023,8,COMUNA 14,14,CABA,,8.5,26.02,44.61,3
2023,8,COMUNA 15,15,CABA,,8.5,26.02,44.61,3
2023,8,COMUNA 2,2,CABA,,8.5,26.02,44.61,1
2023,8,COMUNA 3,3,CABA,,8.5,26.02,44.61,1
2023,8,COMUNA 4,4,CABA,,8.5,26.02,44.61,2
2023,8,COMUNA 7,7,CABA,,8.5,26.02,44.61,5
2023,8,COMUNA 8,8,CABA,,8.5,26.02,44.61,1
2023,8,COMUNA 9,9,CABA,,8.5,26.02,44.61,22
2023,8,Esteban Echeverría,25,Buenos Aires,,11.59,25.59,45.84,1
2023,8,Florencio Varela,28,Buenos Aires,,10.39,25.64,50.34,1
2023,8,General San Martín,31,Buenos Aires,,8.5,26.02,44.61,2
2023,8,La Matanza,35,Buenos Aires,,8.5,26.02,44.61,11
2023,8,La Plata,37,Buenos Aires,,10.39,25.64,50.34,1
2023,8,Lanús,36,Buenos Aires,,6.77,26.11,56.42,2
2023,8,Lomas de Zamora,38,Buenos Aires,,6.77,26.11,56.42,1
2023,8,Merlo,43,Buenos Aires,,8.5,26.02,44.61,1
2023,8,Morón,44,Buenos Aires,,8.5,26.02,44.61,1
2023,8,Pilar,45,Buenos Aires,,8.5,26.02,44.61,1
2023,8,San Miguel,50,Buenos Aires,,8.5,26.02,44.61,1
2023,8,Tigre,52,Buenos Aires,,8.5,26.02,44.61,4
2023,8,Tres de Febrero,53,Buenos Aires,,8.5,26.02,44.61,4
2023,9,Avellaneda,17,Buenos Aires,,7.13,23.82,58.64,1
2023,9,Berazategui,18,Buenos Aires,,12.43,22.96,52.79,39
2023,9,COMUNA 1,1,CABA,,9.31,23.51,47.61,21
2023,9,COMUNA 10,10,CABA,,9.31,23.51,47.61,8
2023,9,COMUNA 11,11,CABA,,9.31,23.51,47.61,9
2023,9,COMUNA 12,12,CABA,,9.31,23.51,47.61,2
2023,9,COMUNA 13,13,CABA,,9.31,23.51,47.61,4
2023,9,COMUNA 14,14,CABA,,9.31,23.51,47.61,5
2023,9,COMUNA 15,15,CABA,,9.31,23.51,47.61,6
2023,9,COMUNA 2,2,CABA,,9.31,23.51,47.61,1
2023,9,COMUNA 3,3,CABA,,9.31,23.51,47.61,2
2023,9,COMUNA 4,4,CABA,,9.31,23.51,47.61,6
2023,9,COMUNA 5,5,CABA,,9.31,23.51,47.61,1
2023,9,COMUNA 6,6,CABA,,9.31,23.51,47.61,3
2023,9,COMUNA 7,7,CABA,,9.31,23.51,47.61,11
2023,9,COMUNA 8,8,CABA,,9.31,23.51,47.61,9
2023,9,COMUNA 9,9,CABA,,9.31,23.51,47.61,71
2023,9,Escobar,24,Buenos Aires,,9.31,23.51,47.61,1
2023,9,Esteban Echeverría,25,Buenos Aires,,15.68,22.79,49.11,1
2023,9,General Rodríguez,30,Buenos Aires,,9.31,23.51,47.61,1
2023,9,General San Martín,31,Buenos Aires,,9.31,23.51,47.61,1
2023,9,Ituzaingó,33,Buenos Aires,,9.31,23.51,47.61,2
2023,9,La Matanza,35,Buenos Aires,,9.31,23.51,47.61,24
2023,9,La Plata,37,Buenos Aires,,12.43,22.96,52.79,2
2023,9,Lanús,36,Buenos Aires,,7.13,23.82,58.64,2
2023,9,Lomas de Zamora,38,Buenos Aires,,7.13,23.82,58.64,1
2023,9,Luján,39,Buenos Aires,,9.31,23.51,47.61,2
2023,9,Merlo,43,Buenos Aires,,9.31,23.51,47.61,3
2023,9,Moreno,42,Buenos Aires,,9.31,23.51,47.61,2
2023,9,Morón,44,Buenos Aires,,9.31,23.51,47.61,3
2023,9,Quilmes,47,Buenos Aires,,12.43,22.96,52.79,3
2023,9,San Fernando,48,Buenos Aires,,9.31,23.51,47.61,1
2023,9,San Miguel,50,Buenos Aires,,9.31,23.51,47.61,1
2023,9,Tres de Febrero,53,Buenos Aires,,9.31,23.51,47.61,12
2023,9,Vicente López,54,Buenos Aires,,9.31,23.51,47.61,1
2023,9,Zárate,55,Buenos Aires,,8.06,23.99,46.52,1
2023,10,Almirante Brown,16,Buenos Aires,,2.39,26.56,52.49,1
2023,10,Avellaneda,17,Buenos Aires,,0.44,26.16,60.58,7
2023,10,Berazategui,18,Buenos Aires,,2.39,26.56,52.49,104
2023,10,COMUNA 1,1,CABA,,1.13,27.54,46.3,46
2023,10,COMUNA 10,10,CABA,,1.13,27.54,46.3,25
2023,10,COMUNA 11,11,CABA,,1.13,27.54,46.3,33
2023,10,COMUNA 12,12,CABA,,1.13,27.54,46.3,4
2023,10,COMUNA 13,13,CABA,,1.13,27.54,46.3,9
2023,10,COMUNA 14,14,CABA,,1.13,27.54,46.3,17
2023,10,COMUNA 15,15,CABA,,1.13,27.54,46.3,8
2023,10,COMUNA 2,2,CABA,,1.13,27.54,46.3,3
2023,10,COMUNA 3,3,CABA,,1.13,27.54,46.3,4
2023,10,COMUNA 4,4,CABA,,1.13,27.54,46.3,11
2023,10,COMUNA 5,5,CABA,,1.13,27.54,46.3,7
2023,10,COMUNA 6,6,CABA,,1.13,27.54,46.3,7
2023,10,COMUNA 7,7,CABA,,1.13,27.54,46.3,18
2023,10,COMUNA 8,8,CABA,,1.13,27.54,46.3,22
2023,10,COMUNA 9,9,CABA,,1.13,27.54,46.3,125
2023,10,Cañuelas,22,Buenos Aires,,4.72,27.07,47.48,1
2023,10,Escobar,24,Buenos Aires,,1.13,27.54,46.3,1
